2022-04-01 11:29:46 strips_hgn.utils.logging_setup INFO     Writing logs to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/strips_hgn.log
2022-04-01 11:29:52 root         INFO     Running translator.
2022-04-01 11:29:52 root         INFO     translator stdin: None
2022-04-01 11:29:52 root         INFO     translator time limit: None
2022-04-01 11:29:52 root         INFO     translator memory limit: None
2022-04-01 11:29:52 root         INFO     translator command line string: /home/ubuntu/STRIPS-HGN/pytorch_latest_p36/bin/python3 /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_55.problem.pddl --sas-file output.sas
2022-04-01 11:29:52 root         INFO     Running search (release).
2022-04-01 11:29:52 root         INFO     search stdin: output.sas
2022-04-01 11:29:52 root         INFO     search time limit: None
2022-04-01 11:29:52 root         INFO     search memory limit: None
2022-04-01 11:29:52 root         INFO     search command line string: /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2022-04-01 11:29:52 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.09775s. Context: {'domain': 'blocksworld', 'problem': 'bw-rand-5'}
2022-04-01 11:29:52 strips_hgn.training_data.generate DEBUG    Generated 13 state-value pairs for bw-rand-5
2022-04-01 11:29:52 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_56.problem.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_56.problem.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_56.problem.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2022-04-01 11:29:52 root         INFO     Running translator.
2022-04-01 11:29:52 root         INFO     translator stdin: None
2022-04-01 11:29:52 root         INFO     translator time limit: None
2022-04-01 11:29:52 root         INFO     translator memory limit: None
2022-04-01 11:29:52 root         INFO     translator command line string: /home/ubuntu/STRIPS-HGN/pytorch_latest_p36/bin/python3 /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_56.problem.pddl --sas-file output.sas
2022-04-01 11:29:52 root         INFO     Running search (release).
2022-04-01 11:29:52 root         INFO     search stdin: output.sas
2022-04-01 11:29:52 root         INFO     search time limit: None
2022-04-01 11:29:52 root         INFO     search memory limit: None
2022-04-01 11:29:52 root         INFO     search command line string: /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2022-04-01 11:29:52 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.08798s. Context: {'domain': 'blocksworld', 'problem': 'bw-rand-3'}
2022-04-01 11:29:52 strips_hgn.training_data.generate DEBUG    Generated 7 state-value pairs for bw-rand-3
2022-04-01 11:29:52 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_57.problem.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_57.problem.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_57.problem.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2022-04-01 11:29:52 root         INFO     Running translator.
2022-04-01 11:29:52 root         INFO     translator stdin: None
2022-04-01 11:29:52 root         INFO     translator time limit: None
2022-04-01 11:29:52 root         INFO     translator memory limit: None
2022-04-01 11:29:52 root         INFO     translator command line string: /home/ubuntu/STRIPS-HGN/pytorch_latest_p36/bin/python3 /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_57.problem.pddl --sas-file output.sas
2022-04-01 11:29:52 root         INFO     Running search (release).
2022-04-01 11:29:52 root         INFO     search stdin: output.sas
2022-04-01 11:29:52 root         INFO     search time limit: None
2022-04-01 11:29:52 root         INFO     search memory limit: None
2022-04-01 11:29:52 root         INFO     search command line string: /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2022-04-01 11:29:52 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.17349s. Context: {'domain': 'blocksworld', 'problem': 'bw-rand-8'}
2022-04-01 11:29:52 strips_hgn.training_data.generate DEBUG    Generated 23 state-value pairs for bw-rand-8
2022-04-01 11:29:52 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_58.problem.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_58.problem.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_58.problem.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2022-04-01 11:29:52 root         INFO     Running translator.
2022-04-01 11:29:52 root         INFO     translator stdin: None
2022-04-01 11:29:52 root         INFO     translator time limit: None
2022-04-01 11:29:52 root         INFO     translator memory limit: None
2022-04-01 11:29:52 root         INFO     translator command line string: /home/ubuntu/STRIPS-HGN/pytorch_latest_p36/bin/python3 /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_58.problem.pddl --sas-file output.sas
2022-04-01 11:29:53 root         INFO     Running search (release).
2022-04-01 11:29:53 root         INFO     search stdin: output.sas
2022-04-01 11:29:53 root         INFO     search time limit: None
2022-04-01 11:29:53 root         INFO     search memory limit: None
2022-04-01 11:29:53 root         INFO     search command line string: /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2022-04-01 11:29:53 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.10389s. Context: {'domain': 'blocksworld', 'problem': 'bw-rand-6'}
2022-04-01 11:29:53 strips_hgn.training_data.generate DEBUG    Generated 9 state-value pairs for bw-rand-6
2022-04-01 11:29:53 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_59.problem.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_59.problem.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_59.problem.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2022-04-01 11:29:53 root         INFO     Running translator.
2022-04-01 11:29:53 root         INFO     translator stdin: None
2022-04-01 11:29:53 root         INFO     translator time limit: None
2022-04-01 11:29:53 root         INFO     translator memory limit: None
2022-04-01 11:29:53 root         INFO     translator command line string: /home/ubuntu/STRIPS-HGN/pytorch_latest_p36/bin/python3 /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_59.problem.pddl --sas-file output.sas
2022-04-01 11:29:53 root         INFO     Running search (release).
2022-04-01 11:29:53 root         INFO     search stdin: output.sas
2022-04-01 11:29:53 root         INFO     search time limit: None
2022-04-01 11:29:53 root         INFO     search memory limit: None
2022-04-01 11:29:53 root         INFO     search command line string: /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2022-04-01 11:29:53 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.08546s. Context: {'domain': 'blocksworld', 'problem': 'bw-rand-2'}
2022-04-01 11:29:53 strips_hgn.training_data.generate DEBUG    Generated 5 state-value pairs for bw-rand-2
2022-04-01 11:29:53 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_60.problem.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_60.problem.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_60.problem.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2022-04-01 11:29:53 root         INFO     Running translator.
2022-04-01 11:29:53 root         INFO     translator stdin: None
2022-04-01 11:29:53 root         INFO     translator time limit: None
2022-04-01 11:29:53 root         INFO     translator memory limit: None
2022-04-01 11:29:53 root         INFO     translator command line string: /home/ubuntu/STRIPS-HGN/pytorch_latest_p36/bin/python3 /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_60.problem.pddl --sas-file output.sas
2022-04-01 11:29:53 root         INFO     Running search (release).
2022-04-01 11:29:53 root         INFO     search stdin: output.sas
2022-04-01 11:29:53 root         INFO     search time limit: None
2022-04-01 11:29:53 root         INFO     search memory limit: None
2022-04-01 11:29:53 root         INFO     search command line string: /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2022-04-01 11:29:53 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.08758s. Context: {'domain': 'blocksworld', 'problem': 'bw-rand-3'}
2022-04-01 11:29:53 strips_hgn.training_data.generate DEBUG    Generated 7 state-value pairs for bw-rand-3
2022-04-01 11:29:53 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_61.problem.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_61.problem.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_61.problem.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2022-04-01 11:29:53 root         INFO     Running translator.
2022-04-01 11:29:53 root         INFO     translator stdin: None
2022-04-01 11:29:53 root         INFO     translator time limit: None
2022-04-01 11:29:53 root         INFO     translator memory limit: None
2022-04-01 11:29:53 root         INFO     translator command line string: /home/ubuntu/STRIPS-HGN/pytorch_latest_p36/bin/python3 /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_61.problem.pddl --sas-file output.sas
2022-04-01 11:29:53 root         INFO     Running search (release).
2022-04-01 11:29:53 root         INFO     search stdin: output.sas
2022-04-01 11:29:53 root         INFO     search time limit: None
2022-04-01 11:29:53 root         INFO     search memory limit: None
2022-04-01 11:29:53 root         INFO     search command line string: /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2022-04-01 11:29:53 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.09532s. Context: {'domain': 'blocksworld', 'problem': 'bw-rand-5'}
2022-04-01 11:29:53 strips_hgn.training_data.generate DEBUG    Generated 13 state-value pairs for bw-rand-5
2022-04-01 11:29:53 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_62.problem.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_62.problem.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_62.problem.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2022-04-01 11:29:53 root         INFO     Running translator.
2022-04-01 11:29:53 root         INFO     translator stdin: None
2022-04-01 11:29:53 root         INFO     translator time limit: None
2022-04-01 11:29:53 root         INFO     translator memory limit: None
2022-04-01 11:29:53 root         INFO     translator command line string: /home/ubuntu/STRIPS-HGN/pytorch_latest_p36/bin/python3 /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_62.problem.pddl --sas-file output.sas
2022-04-01 11:29:53 root         INFO     Running search (release).
2022-04-01 11:29:53 root         INFO     search stdin: output.sas
2022-04-01 11:29:53 root         INFO     search time limit: None
2022-04-01 11:29:53 root         INFO     search memory limit: None
2022-04-01 11:29:53 root         INFO     search command line string: /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2022-04-01 11:29:53 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.09853s. Context: {'domain': 'blocksworld', 'problem': 'bw-rand-6'}
2022-04-01 11:29:53 strips_hgn.training_data.generate DEBUG    Generated 9 state-value pairs for bw-rand-6
2022-04-01 11:29:53 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_63.problem.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_63.problem.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_63.problem.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2022-04-01 11:29:53 root         INFO     Running translator.
2022-04-01 11:29:53 root         INFO     translator stdin: None
2022-04-01 11:29:53 root         INFO     translator time limit: None
2022-04-01 11:29:53 root         INFO     translator memory limit: None
2022-04-01 11:29:53 root         INFO     translator command line string: /home/ubuntu/STRIPS-HGN/pytorch_latest_p36/bin/python3 /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_63.problem.pddl --sas-file output.sas
2022-04-01 11:29:53 root         INFO     Running search (release).
2022-04-01 11:29:53 root         INFO     search stdin: output.sas
2022-04-01 11:29:53 root         INFO     search time limit: None
2022-04-01 11:29:53 root         INFO     search memory limit: None
2022-04-01 11:29:53 root         INFO     search command line string: /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2022-04-01 11:29:53 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.10299s. Context: {'domain': 'blocksworld', 'problem': 'bw-rand-7'}
2022-04-01 11:29:53 strips_hgn.training_data.generate DEBUG    Generated 15 state-value pairs for bw-rand-7
2022-04-01 11:29:53 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_64.problem.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_64.problem.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_64.problem.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2022-04-01 11:29:53 root         INFO     Running translator.
2022-04-01 11:29:53 root         INFO     translator stdin: None
2022-04-01 11:29:53 root         INFO     translator time limit: None
2022-04-01 11:29:53 root         INFO     translator memory limit: None
2022-04-01 11:29:53 root         INFO     translator command line string: /home/ubuntu/STRIPS-HGN/pytorch_latest_p36/bin/python3 /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_64.problem.pddl --sas-file output.sas
2022-04-01 11:29:53 root         INFO     Running search (release).
2022-04-01 11:29:53 root         INFO     search stdin: output.sas
2022-04-01 11:29:53 root         INFO     search time limit: None
2022-04-01 11:29:53 root         INFO     search memory limit: None
2022-04-01 11:29:53 root         INFO     search command line string: /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2022-04-01 11:29:53 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.14467s. Context: {'domain': 'blocksworld', 'problem': 'bw-rand-8'}
2022-04-01 11:29:53 strips_hgn.training_data.generate DEBUG    Generated 23 state-value pairs for bw-rand-8
2022-04-01 11:29:53 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_65.problem.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_65.problem.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl', '/home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_65.problem.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2022-04-01 11:29:53 root         INFO     Running translator.
2022-04-01 11:29:53 root         INFO     translator stdin: None
2022-04-01 11:29:53 root         INFO     translator time limit: None
2022-04-01 11:29:53 root         INFO     translator memory limit: None
2022-04-01 11:29:53 root         INFO     translator command line string: /home/ubuntu/STRIPS-HGN/pytorch_latest_p36/bin/python3 /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/domain.pddl /home/ubuntu/STRIPS-HGN/benchmarks/blocks-slaney/training_sets/task_65.problem.pddl --sas-file output.sas
2022-04-01 11:29:53 root         INFO     Running search (release).
2022-04-01 11:29:53 root         INFO     search stdin: output.sas
2022-04-01 11:29:53 root         INFO     search time limit: None
2022-04-01 11:29:53 root         INFO     search memory limit: None
2022-04-01 11:29:53 root         INFO     search command line string: /home/ubuntu/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2022-04-01 11:29:53 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.09981s. Context: {'domain': 'blocksworld', 'problem': 'bw-rand-6'}
2022-04-01 11:29:53 strips_hgn.training_data.generate DEBUG    Generated 13 state-value pairs for bw-rand-6
